Player,Player ID,Team,Positions,Injury,Game,Roster Status,GP*,Bye,Fantasy Fan Pts,Rankings Pre-Season,Rankings Actual,Trends % Ros,Passing Yds,Passing TD,Passing Int,Rushing Att*,Rushing Yds,Rushing TD,Receiving Tgt*,Receiving Rec,Receiving Yds,Receiving TD,Ret TD,Misc 2PT,Fum Lost
Keon Coleman,40911,Buf,WR,Q,Sun 1:00 pm vs LAC,FA,1,7,5.75,155,222,4%,-,-,-,0.0,0.2,-,4.3,2.5,31.5,0.2,-,0.0,0.0
Keaton Mitchell,40641,LAC,RB,,Sun 1:00 pm @ Buf,FA,1,7,5.75,163,223,33%,-,-,-,5.2,26.3,0.2,1.9,1.4,10.5,0.1,-,0.0,0.0
Xavier Hutchinson,40232,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,5.74,"2,059",224,4%,-,-,-,0.1,0.5,0.0,4.6,2.7,34.6,0.2,-,0.0,0.0
Makai Lemon,42642,Phi,WR,,Mon 8:15 pm @ Chi,FA,1,10,5.67,120,225,55%,-,-,-,0.2,1.0,0.0,3.9,2.8,28.4,0.2,-,0.0,0.0
Jalen Nailor,34147,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,5.65,181,226,12%,-,-,-,0.1,0.3,0.0,4.2,2.3,32.1,0.2,-,0.0,0.0
Darren Waller,28592,Car,TE,,Sun 1:00 pm @ Cle,FA,1,5,5.63,156,227,7%,-,-,-,-,-,-,3.7,2.6,28.2,0.3,-,0.0,0.0
J.K. Dobbins,32725,Den,RB,Q,Sun 8:20 pm vs LAR,W (Sep 26),1,10,5.59,118,228,84%,-,-,-,6.7,32.0,0.2,1.2,1.0,4.1,0.0,-,0.0,0.0
Cade Otton,34062,TB,TE,,Sun 4:05 pm vs Min,FA,1,10,5.54,194,232,3%,-,-,-,-,-,-,4.6,3.1,29.9,0.2,-,0.0,0.0
Chris Brooks,40625,GB,RB,,Thu 8:15 pm vs Atl,FA,1,11,5.47,280,233,4%,-,-,-,6.0,24.3,0.1,2.0,1.6,10.8,0.1,-,0.0,0.0
Gunnar Helm,41905,Ten,TE,,Sun 1:00 pm @ NYG,FA,1,9,5.30,198,235,2%,-,-,-,-,-,-,4.4,3.0,25.7,0.2,-,0.0,0.0
Braelon Allen,40981,NYJ,RB,,Sun 1:00 pm @ Det,FA,1,13,5.27,223,237,16%,-,-,-,6.0,24.7,0.2,1.2,1.0,7.1,0.1,-,0.0,0.0
Mike Gesicki,31012,Cin,TE,,Sun 1:00 pm @ Pit,FA,1,6,5.25,183,238,8%,-,-,-,-,-,-,3.8,2.5,29.2,0.2,-,0.0,0.0
Chris Rodriguez Jr.,40231,Jax,RB,,Sun 1:00 pm vs NE,FA,1,7,5.13,209,240,46%,-,-,-,7.1,29.4,0.2,0.5,0.5,3.9,0.0,-,0.0,0.0
Emmett Johnson,42796,KC,RB,,Sun 1:00 pm @ Mia,FA,1,5,5.10,188,241,30%,-,-,-,4.4,19.1,0.1,1.5,1.4,12.5,0.1,-,0.0,0.0
Justice Hill,31945,Bal,RB,,Sun 4:25 pm @ Dal,FA,1,13,5.05,267,243,3%,-,-,-,2.8,13.2,0.1,2.8,2.0,17.0,0.1,-,0.0,0.0
Jaylin Noel,41885,Hou,WR,,Sun 1:00 pm @ Ind,FA,1,8,5.00,217,245,3%,-,-,-,0.3,1.3,0.0,3.0,2.0,27.3,0.2,0.0,0.0,0.0
Kalif Raymond,29631,Chi,WR,,Mon 8:15 pm vs Phi,JGrahnasaurs,1,10,4.94,125,246,9%,-,-,-,0.1,0.9,0.0,4.4,2.5,27.7,0.1,0.0,0.0,0.0
Kendrick Bourne,30551,Ari,WR,,Sun 4:05 pm @ SF,FA,1,14,4.91,252,247,3%,-,-,-,0.0,0.1,-,4.1,2.4,29.5,0.1,-,0.0,0.0
Jauan Jennings,32887,Min,WR,,Sun 4:05 pm @ TB,FA,1,6,4.87,219,248,6%,-,-,-,-,-,-,3.1,2.0,25.1,0.2,-,0.0,0.0
Kaelon Black,42712,SF,RB,,Sun 4:05 pm vs Ari,FA,1,8,4.87,153,249,53%,-,-,-,5.9,25.7,0.1,0.9,0.9,7.9,0.0,-,0.0,0.0
Jerry Jeudy,32685,Cle,WR,,Sun 1:00 pm vs Car,FA,1,11,4.84,218,250,7%,-,-,-,0.1,0.3,0.0,4.6,2.2,26.8,0.2,-,0.0,0.0
Cooper Kupp,30182,Sea,WR,,Sun 1:00 pm @ Was,FA,1,11,4.84,225,251,10%,-,-,-,0.0,0.2,0.0,3.3,2.0,27.8,0.2,-,0.0,0.0
George Holani,41344,Sea,RB,,Sun 1:00 pm @ Was,FA,1,11,4.76,246,253,7%,-,-,-,5.3,21.4,0.1,1.5,1.2,9.2,0.1,-,0.0,0.0
Brian Robinson,34054,Atl,RB,,Thu 8:15 pm @ GB,FA,1,11,4.70,222,254,23%,-,-,-,7.1,27.1,0.2,0.9,0.6,4.0,0.0,0.0,0.0,0.0
Terrance Ferguson,41831,LAR,TE,Q,Sun 8:20 pm @ Den,FA,1,11,4.68,132,255,21%,-,-,-,-,-,-,3.3,1.9,25.8,0.2,-,0.0,0.0
Kaleb Johnson,41881,GB,RB,,Thu 8:15 pm vs Atl,FA,1,11,4.67,196,256,6%,-,-,-,7.5,28.3,0.2,0.7,0.4,3.1,0.0,-,0.0,0.0
Calvin Ridley,30996,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,4.62,238,257,2%,-,-,-,0.1,0.3,0.0,3.3,1.7,27.4,0.2,-,0.0,0.0
Evan Engram,30136,Den,TE,,Sun 8:20 pm vs LAR,FA,1,10,4.59,207,258,3%,-,-,-,0.0,0.1,-,3.9,2.7,24.4,0.1,-,0.0,0.0
Ted Hurst III,42706,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,4.52,145,259,1%,-,-,-,0.0,0.1,0.0,3.8,2.0,26.2,0.2,-,0.0,0.0
Chig Okonkwo,34099,Was,TE,Q,Sun 1:00 pm vs Sea,FA,1,7,4.52,173,260,23%,-,-,-,-,-,-,3.8,2.7,23.8,0.1,-,0.0,0.0
Darnell Mooney,32843,NYG,WR,,Sun 1:00 pm vs Ten,FA,1,8,4.29,244,262,2%,-,-,-,0.1,0.3,0.0,3.0,1.8,26.9,0.1,-,0.0,0.0
Isaac TeSlaa,41865,Det,WR,,Sun 1:00 pm vs NYJ,FA,1,6,4.23,232,264,3%,-,-,-,0.0,0.1,0.0,2.5,1.5,22.8,0.2,-,0.0,0.0
Samaje Perine,30227,Cin,RB,,Sun 1:00 pm @ Pit,FA,1,6,4.10,254,265,4%,-,-,-,4.0,15.4,0.1,1.7,1.3,9.5,0.0,-,0.0,0.0
Xavier Legette,40890,Car,WR,,Sun 1:00 pm @ Cle,FA,1,5,4.08,282,266,0%,-,-,-,0.1,0.3,0.0,3.1,1.9,21.9,0.2,-,0.0,0.0
Jack Bech,41843,LV,WR,,Sun 4:25 pm @ NO,FA,1,13,4.03,260,267,1%,-,-,-,0.0,0.1,-,3.4,1.9,22.4,0.1,-,0.0,0.0
Emanuel Wilson,40707,Sea,RB,,Sun 1:00 pm @ Was,FA,1,11,3.96,200,268,12%,-,-,-,5.8,25.1,0.2,0.4,0.4,2.4,0.0,-,0.0,0.0
Chris Bell,42716,Mia,WR,Q,Sun 1:00 pm vs KC,FA,1,6,3.92,202,269,5%,-,-,-,0.0,0.1,-,2.4,1.8,22.4,0.1,-,0.0,0.0
Jalen McMillan,40954,TB,WR,,Sun 4:05 pm vs Min,FA,1,10,3.90,215,270,10%,-,-,-,0.1,0.7,0.0,1.8,1.6,22.1,0.1,-,0.0,0.0
Jahan Dotson,33971,Atl,WR,,Thu 8:15 pm @ GB,FA,1,11,3.90,269,271,1%,-,-,-,0.0,0.0,-,3.5,1.8,21.7,0.1,-,0.0,0.0
Raheim Sanders,42139,Cle,RB,,Sun 1:00 pm vs Car,FA,1,11,3.90,296,272,1%,-,-,-,4.0,16.0,0.1,1.8,1.3,9.0,0.0,-,0.0,0.0
Devin Singletary,31906,NYG,RB,,Sun 1:00 pm vs Ten,FA,1,8,3.87,268,274,10%,-,-,-,4.8,18.4,0.1,1.3,0.9,7.2,0.0,-,0.0,0.0
Elic Ayomanor,41904,Ten,WR,,Sun 1:00 pm @ NYG,FA,1,9,3.83,276,275,0%,-,-,-,-,-,-,3.0,1.5,22.1,0.1,-,0.0,0.0
Colby Parkinson,32803,LAR,TE,Q,Sun 8:20 pm @ Den,FA,1,11,3.73,236,277,1%,-,-,-,-,-,-,2.8,1.8,17.6,0.2,-,0.0,0.0
Roman Wilson,40952,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,3.68,288,278,0%,-,-,-,0.0,0.0,-,3.4,1.7,20.5,0.1,-,0.0,0.0
Germie Bernard,42669,Pit,WR,,Sun 1:00 pm vs Cin,FA,1,9,3.68,230,279,1%,-,-,-,0.1,0.2,0.0,2.7,1.6,20.0,0.1,-,0.0,0.0
Joshua Palmer,33465,Buf,WR,,Sun 1:00 pm vs LAC,FA,1,7,3.61,361,280,2%,-,-,-,-,-,-,2.1,1.5,22.2,0.1,-,0.0,0.0
Bryce Lance,42758,NO,WR,,Sun 4:25 pm vs LV,FA,1,8,3.60,256,281,0%,-,-,-,-,-,-,2.6,1.7,20.1,0.1,-,0.0,0.0
Dawson Knox,31928,Buf,TE,,Sun 1:00 pm vs LAC,FA,1,7,3.60,331,282,1%,-,-,-,-,-,-,2.3,1.6,17.7,0.2,-,0.0,0.0
Michael Mayer,40065,LV,TE,,Sun 4:25 pm @ NO,FA,1,13,3.57,237,283,15%,-,-,-,-,-,-,3.3,2.2,19.0,0.1,-,0.0,0.0
Isaiah Williams,41421,NYJ,WR,,Sun 1:00 pm @ Det,FA,1,13,3.54,"2,285",284,0%,-,-,-,0.2,1.0,0.0,3.4,1.9,17.6,0.1,0.0,0.0,0.0
Mike Washington Jr.,42744,LV,RB,,Sun 4:25 pm @ NO,FA,1,13,3.53,162,285,40%,-,-,-,4.2,17.0,0.1,0.9,0.7,6.2,0.0,-,0.0,0.0
Antonio Williams,42693,Was,WR,,Sun 1:00 pm vs Sea,FA,1,7,3.52,170,286,11%,0.1,-,-,0.1,0.3,0.0,2.8,1.7,19.2,0.1,-,0.0,0.0
Kyle Williams,41864,NE,WR,,Sun 1:00 pm @ Jax,FA,1,11,3.51,249,287,0%,-,-,-,0.1,0.4,0.0,2.0,1.3,21.4,0.1,0.0,0.0,0.0
Tank Bigsby,40095,Phi,RB,,Mon 8:15 pm @ Chi,Monday Night Madison,1,10,3.33,180,288,34%,-,-,-,3.6,17.1,0.1,0.7,0.5,4.4,0.0,-,0.0,0.0
Emari Demercado,40430,Dal,RB,,Sun 4:25 pm vs Bal,FA,1,14,3.25,262,289,2%,-,-,-,3.5,16.7,0.1,0.7,0.8,6.3,0.0,-,0.0,0.0
Laquon Treadwell,29257,Ind,WR,,Sun 1:00 pm vs Hou,FA,1,13,3.22,"2,733",290,0%,-,-,-,-,-,-,2.8,1.3,21.4,0.1,-,0.0,0.0
Darnell Washington,40094,Pit,TE,,Sun 1:00 pm vs Cin,FA,1,9,3.13,"2,068",291,1%,-,-,-,-,-,-,2.3,1.5,17.3,0.1,-,0.0,0.0
